post_id,platform,content_type,topic,language,region,post_datetime,hashtags,sentiment_score,views,likes,comments,shares,engagement_rate,is_viral
165,LinkedIn,article,Entertainment,ES,IN,2025-10-29 11:20:00,#Viral #Trending #Entertainment #ShowBiz,0.76,40819,1579,607,243,0.0595,0
166,LinkedIn,article,Lifestyle,FR,AU,2025-11-07 15:41:00,#DailyLife #Positivity #Wellness,0.7,39923,850,327,130,0.0328,0
167,LinkedIn,article,Education,DE,MX,2025-07-18 18:23:00,#Certification #Education #StudyTips #Learning #Knowledge #AcademicSuccess,0.53,4962,429,165,66,0.1331,1
168,LinkedIn,carousel,Fashion,UR,AU,2025-08-01 15:40:00,#FashionTips #Lookbook #Style #TrendingStyle #Fashion #OOTD,0.95,11182,687,264,105,0.0946,1
169,LinkedIn,carousel,Food,HI,UK,2025-12-24 10:15:00,#Recipe #Food #MustTry,0.43,44652,3085,1186,474,0.1063,1
170,LinkedIn,video,Entertainment,EN,MX,2025-12-26 15:33:00,#ShowBiz #MovieTime #Trending #Viral #FollowForMore #Entertainment #Funny,-0.14,2923,96,37,14,0.0513,0
171,LinkedIn,carousel,Lifestyle,HI,UK,2025-12-31 20:31:00,#Wellness #Motivation #Lifestyle #DailyLife #Positivity #MindfulLiving,0.86,38611,2759,1061,424,0.11,1
172,LinkedIn,article,Business,EN,US,2025-01-07 15:24:00,#Entrepreneur #BusinessTips #CareerGrowth #Leadership,0.65,48204,1946,748,299,0.0621,0
173,LinkedIn,article,Food,DE,IN,2025-09-15 01:14:00,#Food #Recipe #MustTry #Foodie #Cooking #FoodBlog,0.73,1522,68,26,10,0.0694,0
174,LinkedIn,image,Food,UR,CA,2025-05-05 15:46:00,#Foodie #MustTry #Food #FoodBlog #Recipe #Cooking,0.78,46446,4012,1543,617,0.1329,1
175,LinkedIn,image,Technology,PT,UK,2025-02-23 10:31:00,#MachineLearning #CodingLife #DataScience,0.95,35062,1795,690,276,0.0788,0
176,LinkedIn,image,Travel,HI,CA,2025-02-18 15:37:00,#Travel #Tourism #Adventure #Journey #ExploreMore #Wanderlust,0.26,26752,1688,649,259,0.0971,1
177,LinkedIn,image,Education,JA,UK,2025-04-30 10:49:00,#Learning #Education #Certification #StudyTips #AcademicSuccess #Knowledge,0.47,24480,2114,813,325,0.1329,1
178,LinkedIn,video,Travel,UR,JP,2025-05-16 02:51:00,#Wanderlust #ExploreMore #Travel #Tourism #Adventure #Journey,0.55,24313,1097,422,168,0.0695,0
179,LinkedIn,article,Lifestyle,UR,MX,2025-01-16 14:47:00,#DailyLife #Lifestyle #Positivity #Wellness #Motivation #MindfulLiving,0.9,15567,424,163,65,0.042,0
180,LinkedIn,carousel,Education,HI,CA,2025-10-28 09:04:00,#Certification #StudyTips #Education #Learning,-0.25,22728,440,169,67,0.0298,0
181,LinkedIn,carousel,Technology,ES,CA,2025-08-10 12:01:00,#CodingLife #TechTrends #MachineLearning #DataScience #AI #Programming,0.67,10740,196,75,30,0.0282,0
182,LinkedIn,poll,Food,FR,UK,2025-09-13 15:05:00,#Recipe #Foodie #MustTry #Food #Cooking,0.88,2279,222,85,34,0.1503,1
183,LinkedIn,image,Travel,JA,DE,2025-10-17 15:11:00,#Wanderlust #ExploreMore #Adventure,0.89,19411,412,158,63,0.0328,0
184,LinkedIn,carousel,Fashion,DE,CA,2025-04-30 03:42:00,#OOTD #FashionTips #Fashion #TrendingStyle,0.99,26455,1236,475,190,0.072,0
185,LinkedIn,video,Sports,FR,CA,2025-06-12 22:58:00,#Sports #Workout #Football #Fitness #Cricket #Training #Basketball,0.51,3487,75,29,11,0.0335,0
186,LinkedIn,video,Food,FR,US,2025-09-27 14:12:00,#Cooking #Foodie #MustTry #Food,0.75,10283,797,306,122,0.1194,1
187,LinkedIn,poll,Education,HI,DE,2025-12-27 12:06:00,#Knowledge #Certification #Education #Learning #StudyTips,0.28,43544,1586,610,244,0.0561,0
188,LinkedIn,poll,Food,DE,BR,2025-12-07 10:19:00,#MustTry #Cooking #Foodie #Food #FoodBlog #Recipe,0.19,38190,609,234,93,0.0246,0
189,LinkedIn,poll,Education,FR,CA,2025-02-23 04:47:00,#Education #Knowledge #AcademicSuccess,0.93,6814,578,222,89,0.1307,1
190,LinkedIn,image,Travel,EN,UK,2025-04-18 09:16:00,#Journey #Travel #ExploreMore,0.84,11901,1049,403,161,0.1358,1
191,LinkedIn,carousel,Health,DE,AU,2025-07-12 15:41:00,#Wellness #Nutrition #MentalHealth #Health #Fitness #HealthTips,0.56,7863,163,62,25,0.032,0
192,LinkedIn,video,Health,ES,IN,2025-10-08 02:38:00,#MentalHealth #Health #Nutrition #Fitness #HealthTips #Wellness,0.46,14470,1256,483,193,0.1336,1
193,LinkedIn,carousel,Fashion,UR,UK,2025-06-02 09:36:00,#TrendingStyle #Style #Fashion #FashionTips #Lookbook #OOTD,0.89,41965,2765,1063,425,0.1014,1
194,LinkedIn,video,Entertainment,EN,BR,2025-03-29 02:54:00,#Trending #FollowForMore #MovieTime,0.8,6972,472,181,72,0.1044,1
195,LinkedIn,carousel,Sports,DE,FR,2025-07-09 09:28:00,#Football #Fitness #Training #Sports #Basketball #Cricket,0.61,36484,1722,662,265,0.0726,0
196,LinkedIn,poll,Business,EN,FR,2025-09-25 15:56:00,#CareerGrowth #StartupLife #BusinessTips #Entrepreneur,-0.36,33905,1515,583,233,0.0688,0
197,LinkedIn,poll,Food,ES,IN,2025-08-18 10:51:00,#Foodie #Food #Recipe #FoodBlog,-0.61,42105,777,299,119,0.0284,0
198,LinkedIn,poll,Lifestyle,DE,IN,2025-02-14 15:20:00,#Wellness #Positivity #Lifestyle #Motivation #DailyLife,0.49,38132,2239,861,344,0.0904,1
199,LinkedIn,article,Entertainment,HI,UK,2025-10-02 13:24:00,#FollowForMore #Funny #MovieTime #ShowBiz #Entertainment #Trending #Viral,0.77,45617,3261,1254,501,0.11,1
200,LinkedIn,article,Health,DE,BR,2025-01-26 08:01:00,#Fitness #Nutrition #HealthTips #Wellness #Health,-0.79,20692,1204,463,185,0.0896,1
201,LinkedIn,carousel,Education,UR,FR,2025-11-06 06:13:00,#Certification #StudyTips #Knowledge #Learning #AcademicSuccess #Education,0.7,9889,762,293,117,0.1186,1
202,LinkedIn,poll,Food,EN,MX,2025-04-09 06:03:00,#Food #Recipe #MustTry #Foodie,-0.06,31423,1413,543,217,0.0692,0
203,LinkedIn,article,Technology,FR,DE,2025-09-08 10:37:00,#DataScience #Programming #MachineLearning #CodingLife #TechTrends #AI #Innovation,0.43,38503,2768,1064,425,0.1106,1
204,LinkedIn,video,Business,FR,BR,2025-05-18 16:55:00,#BusinessTips #CareerGrowth #Entrepreneur #StartupLife #Hustle #Leadership,0.77,21018,1534,590,236,0.1124,1
205,LinkedIn,image,Health,PT,DE,2025-08-24 15:43:00,#HealthTips #MentalHealth #Health #Nutrition #Wellness #Fitness,0.46,5183,205,79,31,0.061,0
206,LinkedIn,image,Education,UR,UK,2025-12-02 20:12:00,#AcademicSuccess #Education #Learning #Knowledge,0.59,10170,716,275,110,0.1084,1
207,LinkedIn,carousel,Lifestyle,UR,FR,2025-07-27 09:45:00,#DailyLife #Motivation #MindfulLiving #Wellness #Positivity #Lifestyle,0.91,44097,3927,1510,604,0.137,1
208,LinkedIn,video,Lifestyle,HI,JP,2025-03-07 23:35:00,#MindfulLiving #Motivation #Lifestyle #Positivity,0.85,21125,1068,411,164,0.0779,0
209,LinkedIn,image,Education,UR,CA,2025-05-31 09:03:00,#AcademicSuccess #Certification #Learning #Education #StudyTips #Knowledge,-0.01,20553,816,314,125,0.0611,0
210,LinkedIn,video,Sports,FR,DE,2025-07-29 14:20:00,#Fitness #Sports #Basketball #Football #Cricket #Workout #Training,0.4,18925,563,216,86,0.0459,0
211,LinkedIn,video,Food,ES,JP,2025-02-15 15:27:00,#Recipe #MustTry #FoodBlog #Food #Cooking #Foodie,0.28,22116,1490,573,229,0.1037,1
212,LinkedIn,poll,Business,EN,US,2025-11-17 07:56:00,#StartupLife #Entrepreneur #BusinessTips #Leadership #Hustle,0.89,20542,1942,747,298,0.1455,1
213,LinkedIn,carousel,Fashion,DE,FR,2025-12-18 10:22:00,#Style #TrendingStyle #Fashion #FashionTips,0.99,14840,1168,449,179,0.1211,1
214,LinkedIn,poll,Fashion,ES,IN,2025-07-07 01:56:00,#OOTD #FashionTips #Fashion #Lookbook #TrendingStyle #Style,0.41,46203,1064,409,163,0.0355,0
215,LinkedIn,carousel,Health,HI,AU,2025-05-10 10:44:00,#Nutrition #Health #Fitness #Wellness #HealthTips #MentalHealth,0.82,28448,2374,913,365,0.1284,1
216,LinkedIn,article,Fashion,HI,UK,2025-02-28 15:38:00,#OOTD #FashionTips #Style #TrendingStyle,-0.05,3582,170,65,26,0.0737,0
217,LinkedIn,video,Travel,DE,BR,2025-01-02 09:53:00,#Journey #Tourism #Adventure #Travel #Wanderlust #ExploreMore,-0.42,30933,2088,803,321,0.1039,1
218,LinkedIn,image,Lifestyle,JA,US,2025-02-21 01:18:00,#MindfulLiving #Motivation #Positivity #Wellness #Lifestyle,0.85,4007,68,26,10,0.0263,0
219,LinkedIn,video,Sports,DE,DE,2025-08-13 08:05:00,#Training #Football #Fitness #Sports #Cricket,0.67,26278,1825,702,280,0.1069,1
220,LinkedIn,carousel,Health,ES,IN,2025-03-09 01:10:00,#MentalHealth #HealthTips #Nutrition,0.14,12879,707,272,108,0.0845,1
221,LinkedIn,image,Food,EN,MX,2025-09-05 03:28:00,#Food #Cooking #FoodBlog,0.92,35394,2839,1092,436,0.1235,1
222,LinkedIn,poll,Food,FR,DE,2025-09-23 09:42:00,#Foodie #Recipe #Cooking #FoodBlog #MustTry #Food,0.08,41167,697,268,107,0.0261,0
223,LinkedIn,video,Fashion,JA,JP,2025-03-26 15:15:00,#OOTD #Fashion #Style #Lookbook #TrendingStyle,0.54,31087,1512,581,232,0.0749,0
224,LinkedIn,poll,Travel,HI,JP,2025-08-17 15:41:00,#Travel #Tourism #ExploreMore,0.73,6956,546,210,84,0.1209,1
225,LinkedIn,poll,Lifestyle,FR,JP,2025-06-24 09:54:00,#Motivation #Wellness #Positivity #MindfulLiving #DailyLife #Lifestyle,0.86,15532,256,98,39,0.0254,0
226,LinkedIn,image,Lifestyle,DE,IN,2025-01-24 15:52:00,#MindfulLiving #Positivity #Lifestyle #DailyLife #Wellness #Motivation,0.91,15128,822,316,126,0.0836,1
227,LinkedIn,video,Education,HI,FR,2025-01-24 21:07:00,#StudyTips #AcademicSuccess #Education #Certification #Learning #Knowledge,0.66,39346,2092,804,321,0.0818,1
228,LinkedIn,poll,Sports,ES,MX,2025-02-23 14:56:00,#Basketball #Cricket #Fitness #Football #Workout #Training,-0.59,9740,176,67,27,0.0278,0
229,LinkedIn,poll,Fashion,UR,AU,2025-06-10 17:13:00,#Style #FashionTips #OOTD #TrendingStyle,0.8,47556,3257,1253,501,0.1054,1
230,LinkedIn,video,Fashion,DE,IN,2025-06-30 15:47:00,#OOTD #TrendingStyle #Fashion #Lookbook #FashionTips #Style,0.43,4709,137,53,21,0.0451,0
231,LinkedIn,video,Lifestyle,UR,MX,2025-02-01 09:48:00,#Lifestyle #Motivation #Positivity #MindfulLiving #Wellness #DailyLife,0.87,46621,1862,716,286,0.0615,0
232,LinkedIn,article,Health,PT,FR,2025-12-17 09:47:00,#Wellness #HealthTips #MentalHealth #Health #Nutrition,0.07,40543,1066,410,164,0.0405,0
233,LinkedIn,video,Lifestyle,JA,MX,2025-12-16 10:32:00,#Positivity #Lifestyle #MindfulLiving,0.56,11546,687,264,105,0.0916,1
234,LinkedIn,image,Technology,DE,JP,2025-12-30 01:59:00,#Innovation #AI #Programming #DataScience #MachineLearning,0.08,5776,378,145,58,0.1008,1
235,LinkedIn,image,Fashion,FR,MX,2025-09-24 10:34:00,#TrendingStyle #Fashion #OOTD #FashionTips #Lookbook #Style,0.58,41519,2314,890,356,0.0858,1
236,LinkedIn,poll,Technology,HI,DE,2025-08-17 10:43:00,#TechTrends #AI #Programming #DataScience #Innovation,-0.19,34873,2184,840,336,0.0964,1
237,LinkedIn,image,Fashion,JA,JP,2025-01-23 10:32:00,#Fashion #Style #Lookbook,0.53,42255,3098,1191,476,0.1128,1
238,LinkedIn,carousel,Entertainment,FR,AU,2025-12-26 23:27:00,#ShowBiz #Entertainment #Viral #MovieTime #Funny #Trending #FollowForMore,0.43,17509,973,374,149,0.0856,1
239,LinkedIn,poll,Business,UR,FR,2025-07-18 15:20:00,#CareerGrowth #BusinessTips #Leadership,0.77,49886,3135,1206,482,0.0967,1
240,LinkedIn,article,Education,HI,UK,2025-12-18 09:48:00,#StudyTips #Certification #Learning #Education #AcademicSuccess #Knowledge,0.63,36764,1405,540,216,0.0589,0
241,LinkedIn,video,Lifestyle,DE,US,2025-10-11 04:02:00,#Wellness #MindfulLiving #Positivity,0.97,20968,721,277,111,0.0529,0
242,LinkedIn,image,Business,PT,AU,2025-03-14 10:53:00,#Entrepreneur #BusinessTips #Hustle #StartupLife #Leadership,0.27,36969,1717,660,264,0.0715,0
243,LinkedIn,poll,Entertainment,UR,IN,2025-05-09 15:22:00,#MovieTime #ShowBiz #Viral #Entertainment,0.44,13681,520,200,80,0.0586,0
244,LinkedIn,carousel,Education,UR,CA,2025-03-20 14:27:00,#Learning #Knowledge #Education #Certification,0.12,19132,1339,515,206,0.1078,1
245,LinkedIn,video,Education,JA,JP,2025-08-17 14:35:00,#Education #AcademicSuccess #Learning,0.23,10175,771,296,118,0.1167,1
246,LinkedIn,video,Lifestyle,HI,IN,2025-01-10 20:52:00,#Wellness #Positivity #DailyLife #Lifestyle #MindfulLiving #Motivation,0.49,26722,843,324,129,0.0486,0
247,LinkedIn,poll,Lifestyle,ES,JP,2025-09-14 15:32:00,#MindfulLiving #DailyLife #Wellness,-0.13,11434,270,104,41,0.0364,0
248,LinkedIn,poll,Sports,JA,DE,2025-01-21 15:04:00,#Football #Fitness #Sports #Workout #Training,-0.67,31780,1844,709,283,0.0893,1
249,LinkedIn,article,Technology,DE,IN,2025-12-27 20:17:00,#DataScience #Innovation #CodingLife #MachineLearning #TechTrends #Programming #AI,0.94,6101,364,140,56,0.0919,1
250,LinkedIn,carousel,Business,PT,DE,2025-06-26 15:00:00,#Entrepreneur #CareerGrowth #Hustle #BusinessTips #StartupLife #Leadership,0.51,24738,1486,571,228,0.0925,1
251,LinkedIn,article,Business,PT,DE,2025-02-28 15:13:00,#Entrepreneur #CareerGrowth #BusinessTips #Leadership #StartupLife #Hustle,0.5,42257,2250,865,346,0.082,1
252,LinkedIn,poll,Sports,EN,MX,2025-05-13 16:38:00,#Workout #Sports #Football #Training #Basketball #Fitness #Cricket,-0.11,27920,1405,540,216,0.0774,0
253,LinkedIn,poll,Sports,UR,MX,2025-12-18 15:37:00,#Fitness #Basketball #Workout,0.41,35256,2726,1048,419,0.119,1
254,LinkedIn,poll,Health,ES,CA,2025-02-19 09:32:00,#Health #MentalHealth #Wellness,-0.51,1078,65,25,10,0.0929,1
255,LinkedIn,carousel,Fashion,PT,DE,2025-01-23 13:51:00,#TrendingStyle #OOTD #Fashion #Style #Lookbook #FashionTips,0.54,6493,236,91,36,0.0562,0
256,LinkedIn,poll,Health,UR,BR,2025-01-03 00:33:00,#HealthTips #Health #MentalHealth,0.81,21702,1067,410,164,0.0757,0
257,LinkedIn,article,Sports,PT,CA,2025-05-10 15:23:00,#Football #Workout #Basketball #Fitness #Cricket #Training #Sports,0.73,17631,1660,638,255,0.1449,1
258,LinkedIn,poll,Education,PT,MX,2025-12-04 10:50:00,#Education #Learning #Certification #Knowledge #StudyTips #AcademicSuccess,0.11,45863,2792,1074,429,0.0937,1
259,LinkedIn,video,Health,EN,IN,2025-03-16 15:04:00,#Wellness #Fitness #Health #HealthTips #MentalHealth,0.27,27256,1558,599,239,0.088,1
260,LinkedIn,poll,Lifestyle,EN,MX,2025-11-24 09:54:00,#Wellness #Motivation #DailyLife #Lifestyle #MindfulLiving #Positivity,0.62,43927,677,260,104,0.0238,0
261,LinkedIn,video,Entertainment,UR,FR,2025-06-30 12:12:00,#Entertainment #MovieTime #ShowBiz #Funny #Trending #Viral #FollowForMore,0.89,15830,1051,404,161,0.1022,1
262,LinkedIn,video,Travel,PT,CA,2025-01-03 15:06:00,#Travel #ExploreMore #Wanderlust #Adventure #Journey #Tourism,0.21,38676,1202,462,185,0.0479,0
263,LinkedIn,carousel,Health,JA,BR,2025-06-23 14:29:00,#Health #MentalHealth #Nutrition #Wellness #HealthTips #Fitness,1,45362,3454,1328,531,0.1172,1
264,LinkedIn,image,Health,DE,AU,2025-10-02 14:18:00,#MentalHealth #Fitness #Health,0.51,21569,894,344,137,0.0638,0
265,LinkedIn,poll,Lifestyle,ES,BR,2025-09-13 07:15:00,#DailyLife #MindfulLiving #Wellness #Lifestyle #Positivity,0.46,6143,397,153,61,0.0997,1
266,LinkedIn,carousel,Food,EN,AU,2025-01-22 11:20:00,#FoodBlog #Cooking #Recipe #Food #Foodie #MustTry,0.75,4548,262,101,40,0.0889,1
267,LinkedIn,carousel,Travel,EN,AU,2025-06-27 10:07:00,#ExploreMore #Tourism #Wanderlust #Journey #Travel #Adventure,0.63,7602,308,118,47,0.0625,0
268,LinkedIn,poll,Lifestyle,ES,AU,2025-05-15 15:21:00,#DailyLife #Positivity #Wellness #Lifestyle #MindfulLiving,-0.01,27253,846,325,130,0.0478,0
269,LinkedIn,video,Food,ES,CA,2025-12-18 09:17:00,#FoodBlog #Recipe #MustTry #Food,0.98,10800,611,235,94,0.0871,1
270,LinkedIn,article,Sports,PT,JP,2025-03-10 20:34:00,#Football #Basketball #Training #Cricket #Workout #Sports #Fitness,0.5,15120,1145,440,176,0.1166,1
271,LinkedIn,carousel,Entertainment,JA,DE,2025-05-14 14:01:00,#Entertainment #Trending #Funny #Viral #MovieTime #ShowBiz,-0.74,22305,984,378,151,0.0679,0
272,LinkedIn,carousel,Travel,HI,FR,2025-11-11 10:40:00,#Tourism #ExploreMore #Journey #Travel #Wanderlust,0.54,21766,1402,539,215,0.0991,1
273,LinkedIn,image,Food,PT,UK,2025-08-16 11:37:00,#Recipe #MustTry #Foodie #Food #Cooking #FoodBlog,0.13,49750,3025,1163,465,0.0936,1
274,LinkedIn,article,Business,ES,FR,2025-02-22 15:03:00,#CareerGrowth #Leadership #BusinessTips,0.77,6525,445,171,68,0.1052,1
275,LinkedIn,carousel,Lifestyle,FR,BR,2025-05-26 10:33:00,#Lifestyle #MindfulLiving #Motivation #DailyLife,0.03,36427,2711,1042,417,0.1145,1
276,LinkedIn,poll,Travel,ES,AU,2025-04-01 15:47:00,#ExploreMore #Tourism #Wanderlust #Adventure #Journey #Travel,0.02,24971,999,384,153,0.0616,0
277,LinkedIn,video,Lifestyle,EN,US,2025-09-25 04:18:00,#Wellness #Lifestyle #Positivity #DailyLife #Motivation #MindfulLiving,0.2,40125,1192,458,183,0.0457,0
278,LinkedIn,article,Fashion,DE,BR,2025-07-30 13:15:00,#Lookbook #TrendingStyle #FashionTips #Fashion,0.65,16699,929,357,143,0.0856,1
279,LinkedIn,poll,Lifestyle,UR,AU,2025-05-18 09:08:00,#Lifestyle #Positivity #Wellness #DailyLife #Motivation,0.41,4252,362,139,55,0.1314,1
280,LinkedIn,article,Sports,HI,UK,2025-05-18 15:00:00,#Sports #Fitness #Training #Basketball,0.65,33662,3131,1204,481,0.1432,1
281,LinkedIn,carousel,Technology,DE,IN,2025-03-16 15:34:00,#MachineLearning #Programming #DataScience #TechTrends #AI #Innovation,-0.36,26218,1476,567,227,0.0866,1
282,LinkedIn,carousel,Business,EN,BR,2025-08-24 03:42:00,#CareerGrowth #Hustle #StartupLife #Entrepreneur,0.84,49806,4609,1773,709,0.1424,1
283,LinkedIn,poll,Entertainment,UR,JP,2025-11-23 14:55:00,#Viral #Entertainment #ShowBiz #FollowForMore #Funny #MovieTime #Trending,0.09,26939,1778,684,273,0.1016,1
284,LinkedIn,article,Technology,JA,CA,2025-03-21 09:10:00,#AI #CodingLife #Innovation #DataScience #TechTrends #Programming,0.79,46962,2780,1069,427,0.0911,1
285,LinkedIn,article,Sports,JA,BR,2025-06-12 20:22:00,#Workout #Fitness #Sports #Basketball #Training #Cricket,0.42,47309,2206,848,339,0.0718,0
286,LinkedIn,image,Fashion,JA,BR,2025-10-18 14:46:00,#OOTD #FashionTips #Style #Fashion #Lookbook #TrendingStyle,0.56,25059,1244,478,191,0.0764,0
287,LinkedIn,poll,Health,ES,US,2025-11-14 19:20:00,#Health #HealthTips #MentalHealth #Nutrition #Wellness #Fitness,0.59,43002,1717,660,264,0.0614,0
288,LinkedIn,article,Fashion,HI,US,2025-03-08 09:06:00,#Style #Fashion #FashionTips #OOTD #Lookbook #TrendingStyle,0.82,17773,358,137,55,0.031,0
289,LinkedIn,video,Food,HI,US,2025-04-17 02:51:00,#Food #Cooking #Recipe #Foodie #MustTry #FoodBlog,0.84,20916,472,181,72,0.0348,0
290,LinkedIn,video,Fashion,HI,IN,2025-04-29 10:33:00,#Style #FashionTips #Lookbook #OOTD #TrendingStyle #Fashion,0.09,45203,1987,764,305,0.0677,0
291,LinkedIn,carousel,Entertainment,ES,MX,2025-10-09 14:10:00,#Funny #FollowForMore #Trending #ShowBiz #MovieTime #Viral #Entertainment,0.78,48570,2039,784,313,0.0646,0
292,LinkedIn,video,Food,FR,FR,2025-10-09 08:28:00,#Recipe #Food #FoodBlog #Foodie #MustTry #Cooking,-0.73,20682,1243,478,191,0.0925,1
293,LinkedIn,video,Education,EN,UK,2025-10-11 10:02:00,#Knowledge #Education #AcademicSuccess #StudyTips #Certification #Learning,0.89,7023,445,171,68,0.0976,1
294,LinkedIn,poll,Business,HI,DE,2025-09-05 09:41:00,#BusinessTips #Leadership #CareerGrowth #Hustle #StartupLife,-0.7,29462,932,358,143,0.0487,0
295,LinkedIn,article,Business,EN,FR,2025-01-28 09:34:00,#Entrepreneur #StartupLife #Hustle #BusinessTips #Leadership #CareerGrowth,-0.32,38699,1602,616,246,0.0637,0
296,LinkedIn,video,Health,UR,FR,2025-03-17 09:36:00,#Health #HealthTips #MentalHealth #Wellness #Nutrition #Fitness,0.86,9544,750,288,115,0.121,1
297,LinkedIn,carousel,Fashion,FR,JP,2025-07-22 06:39:00,#FashionTips #Style #Lookbook #Fashion #TrendingStyle #OOTD,0.95,6871,178,68,27,0.0402,0
298,LinkedIn,carousel,Health,DE,DE,2025-04-08 09:10:00,#HealthTips #MentalHealth #Wellness #Nutrition #Health,-0.79,45915,1306,502,201,0.0438,0
299,LinkedIn,article,Entertainment,EN,BR,2025-11-14 09:21:00,#ShowBiz #Entertainment #Trending #FollowForMore #Viral #MovieTime #Funny,0.72,14356,846,325,130,0.0908,1
300,LinkedIn,image,Fashion,JA,CA,2025-03-14 21:24:00,#Lookbook #FashionTips #Fashion #Style #TrendingStyle #OOTD,0.87,41498,1602,616,246,0.0594,0
301,LinkedIn,carousel,Technology,HI,FR,2025-12-05 14:01:00,#Programming #CodingLife #TechTrends #MachineLearning #Innovation,0.83,21673,1204,463,185,0.0855,1
302,LinkedIn,poll,Fashion,HI,MX,2025-04-12 15:59:00,#Fashion #Lookbook #Style #OOTD #TrendingStyle #FashionTips,0.85,2204,98,37,15,0.0686,0
303,LinkedIn,image,Education,UR,BR,2025-09-14 09:16:00,#Learning #AcademicSuccess #Knowledge #Certification #StudyTips #Education,0.13,6753,423,163,65,0.0966,1
304,LinkedIn,poll,Food,FR,FR,2025-05-04 15:58:00,#Cooking #Recipe #Foodie #Food #MustTry #FoodBlog,-0.05,47211,3320,1277,510,0.1082,1
305,LinkedIn,video,Health,ES,CA,2025-03-22 09:20:00,#Nutrition #Health #Fitness #Wellness,-0.73,49864,2869,1103,441,0.0885,1
306,LinkedIn,image,Sports,FR,IN,2025-03-09 14:36:00,#Fitness #Cricket #Training #Workout #Football #Sports #Basketball,0.87,9787,562,216,86,0.0886,1
307,LinkedIn,poll,Travel,DE,MX,2025-07-18 10:12:00,#Travel #Tourism #Journey #Adventure,-0.8,44996,2640,1015,406,0.0903,1
308,LinkedIn,video,Entertainment,ES,JP,2025-11-12 14:56:00,#FollowForMore #ShowBiz #Entertainment #MovieTime,0,49658,2491,958,383,0.0772,0
309,LinkedIn,poll,Fashion,EN,AU,2025-02-25 09:33:00,#TrendingStyle #Fashion #Lookbook #OOTD #FashionTips #Style,0.64,20959,1580,608,243,0.1161,1
310,LinkedIn,image,Travel,ES,FR,2025-05-31 01:33:00,#Tourism #Journey #Travel #Wanderlust,0.51,39367,3356,1291,516,0.1312,1
311,LinkedIn,poll,Sports,PT,FR,2025-06-15 10:37:00,#Fitness #Basketball #Sports #Football #Training #Cricket #Workout,0.82,42554,1939,746,298,0.0701,0
312,LinkedIn,poll,Health,ES,FR,2025-10-09 10:36:00,#Wellness #Nutrition #HealthTips #Health #Fitness #MentalHealth,0.84,30245,1202,462,185,0.0612,0
313,LinkedIn,video,Entertainment,ES,BR,2025-01-02 08:29:00,#ShowBiz #FollowForMore #Funny #Entertainment #Trending #Viral,0.75,32176,1674,644,257,0.0801,1
314,LinkedIn,carousel,Entertainment,EN,BR,2025-10-08 10:11:00,#Entertainment #MovieTime #Trending #ShowBiz,0.42,38885,2953,1136,454,0.1169,1
